Date          Death
03/14/2020		   21
03/15/2020	    14
03/16/2020	    20
03/17/2020	    16
03/18/2020	    32
03/19/2020	    41
03/20/2020	    33
03/21/2020	    56
03/22/2020	    48
03/23/2020	    54
03/24/2020	    87
03/25/2020	    41
03/26/2020	   115
03/27/2020	   181
03/28/2020	   260
03/29/2020	   209
03/30/2020	   180
03/31/2020	   381
04/01/2020	   563
04/02/2020	   569
04/03/2020	   684
04/04/2020	   708
04/05/2020	   621
04/06/2020	   439
